id,status_name,date_column,filled
104,Under Review,phase_2_cmpltns_rvw_dt,1
104,Under Review,phase_2_rcvd_dt,1
105,Approved,mdcd_demo_aplctn_stus_dt,1
105,Approved,phase_2_cmpltns_rvw_dt,1
105,Approved,phase_2_rcvd_dt,1
109,Approved,mdcd_demo_aplctn_stus_dt,1
109,Approved,phase_2_cmpltns_rvw_dt,1
109,Approved,phase_2_rcvd_dt,1
114,Approved,mdcd_demo_aplctn_stus_dt,1
114,Approved,phase_2_state_aplctn_deemd_cmpltn_dt,1
114,Approved,phase_2_dsrd_aprvl_dt,1
114,Approved,phase_2_cmpltns_rvw_dt,1
114,Approved,phase_2_rcvd_dt,1
