target_table,target_column,target_type,nullable,has_default,is_history,table_in_scope,source_tables,classification
reference_history,updated_at,timestamptz,no,no,yes,no,,audit_timestamp
reference_history,description,text,no,no,yes,no,,GAP_table_pending
reference_history,owner_person_type_id,text,no,no,yes,no,,GAP_table_pending
reference_tag_assignment,reference_id,uuid,no,no,no,no,,GAP_table_pending
reference_tag_assignment,tag_name_id,text,no,no,no,no,,GAP_table_pending
reference_tag_assignment,tag_type_id,text,no,no,no,no,,GAP_table_pending
reference_tag_assignment_history,revision_id,serial,no,no,yes,no,,history_system
reference_tag_assignment_history,revision_type,revision_type_enum,no,no,yes,no,,history_system
reference_tag_assignment_history,modified_at,timestamptz,no,yes,yes,no,,history_system
reference_tag_assignment_history,reference_id,uuid,no,no,yes,no,,GAP_table_pending
reference_tag_assignment_history,tag_name_id,text,no,no,yes,no,,GAP_table_pending
reference_tag_assignment_history,tag_type_id,text,no,no,yes,no,,GAP_table_pending
reference_tag_type_limit,id,text,no,no,no,no,,GAP_table_pending
role,id,text,no,no,no,no,,GAP_table_pending
role,grant_level_id,text,no,no,no,no,,GAP_table_pending
role_permission,role_id,text,no,no,no,no,,GAP_table_pending
role_permission,grant_level_id,text,no,no,no,no,,GAP_table_pending
role_permission,permission_id,text,no,no,no,no,,GAP_table_pending
role_permission_history,revision_id,serial,no,no,yes,no,,history_system
role_permission_history,revision_type,revision_type_enum,no,no,yes,no,,history_system
role_permission_history,modified_at,timestamptz,no,yes,yes,no,,history_system
role_permission_history,role_id,text,no,no,yes,no,,GAP_table_pending
role_permission_history,grant_level_id,text,no,no,yes,no,,GAP_table_pending
role_permission_history,permission_id,text,no,no,yes,no,,GAP_table_pending
role_person_type,role_id,text,no,no,no,no,,GAP_table_pending
role_person_type,person_type_id,text,no,no,no,no,,GAP_table_pending
sdg_division,id,text,no,no,no,no,,GAP_table_pending
signature_level,id,text,no,no,no,no,,GAP_table_pending
state,id,text,no,no,no,no,,GAP_table_pending
state,name,text,no,no,no,no,,GAP_table_pending
state,region,integer,no,no,no,no,,GAP_table_pending
system_grant_level_limit,id,text,no,no,no,no,,GAP_table_pending
system_role_assignment,person_id,uuid,no,no,no,yes,user_role_asgnmt,mapped
system_role_assignment,role_id,text,no,no,no,yes,user_role_asgnmt,mapped
system_role_assignment,person_type_id,text,no,no,no,yes,user_role_asgnmt,mapped
system_role_assignment,grant_level_id,text,no,no,no,yes,user_role_asgnmt,mapped
system_role_assignment_history,revision_id,serial,no,no,yes,no,,history_system
system_role_assignment_history,revision_type,revision_type_enum,no,no,yes,no,,history_system
system_role_assignment_history,modified_at,timestamptz,no,yes,yes,no,,history_system
system_role_assignment_history,person_id,uuid,no,no,yes,no,,GAP_table_pending
system_role_assignment_history,role_id,text,no,no,yes,no,,GAP_table_pending
system_role_assignment_history,person_type_id,text,no,no,yes,no,,GAP_table_pending
system_role_assignment_history,grant_level_id,text,no,no,yes,no,,GAP_table_pending
tag,tag_name_id,text,no,no,no,no,,GAP_table_pending
tag,tag_type_id,text,no,no,no,no,,GAP_table_pending
tag,source_id,text,no,no,no,no,,GAP_table_pending
tag,status_id,text,no,no,no,no,,GAP_table_pending
tag,created_at,timestamptz,no,yes,no,no,,default
tag,updated_at,timestamptz,no,no,no,no,,audit_timestamp
tag_history,revision_id,serial,no,no,yes,no,,history_system
tag_history,revision_type,revision_type_enum,no,no,yes,no,,history_system
tag_history,modified_at,timestamptz,no,yes,yes,no,,history_system
tag_history,tag_name_id,text,no,no,yes,no,,GAP_table_pending
tag_history,tag_type_id,text,no,no,yes,no,,GAP_table_pending
tag_history,source_id,text,no,no,yes,no,,GAP_table_pending
tag_history,status_id,text,no,no,yes,no,,GAP_table_pending
tag_history,created_at,timestamptz,no,no,yes,no,,audit_timestamp
tag_history,updated_at,timestamptz,no,no,yes,no,,audit_timestamp
tag_name,id,text,no,no,no,no,,GAP_table_pending
tag_name,created_at,timestamptz,no,yes,no,no,,default
tag_name,updated_at,timestamptz,no,no,no,no,,audit_timestamp
tag_name_history,revision_id,serial,no,no,yes,no,,history_system
tag_name_history,revision_type,revision_type_enum,no,no,yes,no,,history_system
tag_name_history,modified_at,timestamptz,no,yes,yes,no,,history_system
tag_name_history,id,text,no,no,yes,no,,GAP_table_pending
tag_name_history,created_at,timestamptz,no,no,yes,no,,audit_timestamp
tag_name_history,updated_at,timestamptz,no,no,yes,no,,audit_timestamp
tag_source,id,text,no,no,no,no,,GAP_table_pending
tag_status,id,text,no,no,no,no,,GAP_table_pending
tag_type,id,text,no,no,no,no,,GAP_table_pending
uipath_result,id,uuid,no,no,no,no,,GAP_table_pending
uipath_result,request_id,text,no,no,no,no,,GAP_table_pending
uipath_result,response,jsonb,no,no,no,no,,GAP_table_pending
uipath_result,project_id,text,no,no,no,no,,GAP_table_pending
uipath_result,document_id,uuid,no,no,no,no,,GAP_table_pending
uipath_result,application_id,uuid,no,no,no,no,,GAP_table_pending
uipath_result,status_id,text,no,yes,no,no,,default
uipath_result,created_at,timestamptz,no,yes,no,no,,default
uipath_result,updated_at,timestamptz,no,no,no,no,,audit_timestamp
uipath_result_history,revision_id,serial,no,no,yes,no,,history_system
uipath_result_history,revision_type,revision_type_enum,no,no,yes,no,,history_system
uipath_result_history,modified_at,timestamptz,no,yes,yes,no,,history_system
uipath_result_history,id,uuid,no,no,yes,no,,GAP_table_pending
uipath_result_history,request_id,text,no,no,yes,no,,GAP_table_pending
uipath_result_history,response,jsonb,no,no,yes,no,,GAP_table_pending
uipath_result_history,project_id,text,no,no,yes,no,,GAP_table_pending
uipath_result_history,document_id,uuid,no,no,yes,no,,GAP_table_pending
uipath_result_history,application_id,uuid,no,no,yes,no,,GAP_table_pending
uipath_result_history,status_id,text,no,no,yes,no,,GAP_table_pending
uipath_result_history,created_at,timestamptz,no,no,yes,no,,audit_timestamp
uipath_result_history,updated_at,timestamptz,no,no,yes,no,,audit_timestamp
uipath_result_status,id,text,no,no,no,no,,GAP_table_pending
uipath_value,id,uuid,no,no,no,no,,GAP_table_pending
uipath_value,uipath_result_id,uuid,no,no,no,no,,GAP_table_pending
uipath_value,document_id,uuid,no,no,no,no,,GAP_table_pending
uipath_value,application_id,uuid,no,no,no,no,,GAP_table_pending
uipath_value,field_id,text,no,no,no,no,,GAP_table_pending
uipath_value,value,text,no,no,no,no,,GAP_table_pending
uipath_value,text_length,integer,no,no,no,no,,GAP_table_pending
uipath_value,text_start_index,integer,no,no,no,no,,GAP_table_pending
uipath_value,confidence,double,no,no,no,no,,GAP_table_pending
uipath_value,token_list,jsonb,no,no,no,no,,GAP_table_pending
uipath_value,created_at,timestamptz,no,yes,no,no,,default
uipath_value,updated_at,timestamptz,no,no,no,no,,audit_timestamp
uipath_value_history,revision_id,serial,no,no,yes,no,,history_system
uipath_value_history,revision_type,revision_type_enum,no,no,yes,no,,history_system
uipath_value_history,modified_at,timestamptz,no,yes,yes,no,,history_system
uipath_value_history,id,uuid,no,no,yes,no,,GAP_table_pending
uipath_value_history,uipath_result_id,uuid,no,no,yes,no,,GAP_table_pending
uipath_value_history,document_id,uuid,no,no,yes,no,,GAP_table_pending
uipath_value_history,application_id,uuid,no,no,yes,no,,GAP_table_pending
uipath_value_history,field_id,text,no,no,yes,no,,GAP_table_pending
uipath_value_history,value,text,no,no,yes,no,,GAP_table_pending
uipath_value_history,text_length,integer,no,no,yes,no,,GAP_table_pending
uipath_value_history,text_start_index,integer,no,no,yes,no,,GAP_table_pending
uipath_value_history,confidence,double,no,no,yes,no,,GAP_table_pending
uipath_value_history,token_list,jsonb,no,no,yes,no,,GAP_table_pending
uipath_value_history,created_at,timestamptz,no,no,yes,no,,audit_timestamp
uipath_value_history,updated_at,timestamptz,no,no,yes,no,,audit_timestamp
user_person_type_limit,id,text,no,no,no,no,,GAP_table_pending
user_session,user_id,uuid,no,no,no,no,,GAP_table_pending
user_session,auth_time,timestamptz,no,no,no,no,,GAP_table_pending
user_session,last_auth_event_time,timestamptz,no,no,no,no,,GAP_table_pending
user_session,auth_event_count,integer,no,no,no,no,,GAP_table_pending
users,id,uuid,no,no,no,yes,users,mapped
users,person_type_id,text,no,no,no,yes,users,mapped
users,cognito_subject,uuid,yes,no,no,yes,users,nullable_unmapped
users,username,text,yes,no,no,yes,users,mapped
users,created_at,timestamptz,no,yes,no,yes,users,mapped
users,updated_at,timestamptz,no,no,no,yes,users,mapped
users,is_migrated_from_pmda,boolean,no,no,no,yes,users,mapped
users,has_logged_in,boolean,no,no,no,yes,users,mapped
users_history,revision_id,serial,no,no,yes,no,,history_system
users_history,revision_type,revision_type_enum,no,no,yes,no,,history_system
users_history,modified_at,timestamptz,no,yes,yes,no,,history_system
users_history,id,uuid,no,no,yes,no,,GAP_table_pending
users_history,person_type_id,text,no,no,yes,no,,GAP_table_pending
users_history,cognito_subject,uuid,yes,no,yes,no,,nullable_unmapped
users_history,username,text,yes,no,yes,no,,nullable_unmapped
users_history,created_at,timestamptz,no,no,yes,no,,audit_timestamp
users_history,updated_at,timestamptz,no,no,yes,no,,audit_timestamp
users_history,is_migrated_from_pmda,boolean,no,no,yes,no,,GAP_table_pending
users_history,has_logged_in,boolean,no,no,yes,no,,GAP_table_pending
