from_table_qual,from_column,to_table,to_column,confidence,notes,source,prisma_status
mysql_raw.mdcd_dlvrbl_fil_doc,cmt_orgn_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_dlvrbl_fil_doc,dltd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_dlvrbl_fil_doc,fil_doc_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_dlvrbl_fil_doc,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dlvrbl_fil_doc,mdcd_demo_type_cd,mdcd_demo_type_rfrnc,mdcd_demo_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_dlvrbl_fil_doc,mdcd_dlvrbl_id,mdcd_dlvrbl,mdcd_dlvrbl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dlvrbl_fil_doc,tmplt_fil_doc_id,tmplt_fil_doc,tmplt_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dlvrbl_fil_doc,user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_dlvrbl_hstry,creatd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_dlvrbl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dlvrbl_hstry,mdcd_demo_type_cd,mdcd_demo_type_rfrnc,mdcd_demo_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_dlvrbl_hstry,mdcd_dlvrbl_cnfrmtn_stus_cd,mdcd_dlvrbl_cnfrmtn_stus_rfrnc,mdcd_dlvrbl_cnfrmtn_stus_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_dlvrbl_hstry,mdcd_dlvrbl_crnt_stus_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_dlvrbl_hstry,mdcd_dlvrbl_due_dt_chg_rsn_type_cd,mdcd_dlvrbl_due_dt_chg_rsn_type_rfrnc,mdcd_dlvrbl_due_dt_chg_rsn_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_dlvrbl_hstry,mdcd_dlvrbl_id,mdcd_dlvrbl,mdcd_dlvrbl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dlvrbl_hstry,mdcd_dlvrbl_late_submsn_rsn_type_cd,mdcd_dlvrbl_late_submsn_rsn_type_rfrnc,mdcd_dlvrbl_late_submsn_rsn_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_dlvrbl_hstry,mdcd_dlvrbl_type_cd,mdcd_dlvrbl_type_rfrnc,mdcd_dlvrbl_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_dlvrbl_hstry,role_cd,role_rfrnc,role_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_dlvrbl_hstry,updtd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_dlvrbl_paper,dltd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_dlvrbl_paper,dlvrbl_paper_creatd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_dlvrbl_paper,dlvrbl_paper_ctgry_type_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_dlvrbl_paper,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dlvrbl_paper,mdcd_dlvrbl_id,mdcd_dlvrbl,mdcd_dlvrbl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dlvrbl_paper_cmt,mdcd_dlvrbl_paper_id,mdcd_dlvrbl_paper,mdcd_dlvrbl_paper_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dlvrbl_paper_cmt,user_id,users,id,HIGH,prisma:; pg_constraint: confirmed composite 1/2; sql inferred .id,prisma,conflict
mysql_raw.mdcd_dlvrbl_rpt_ocrnc_rfrnc_bkup_20230413,mdcd_dlvrbl_rpt_ocrnc_cd,mdcd_dlvrbl_rpt_ocrnc_rfrnc,mdcd_dlvrbl_rpt_ocrnc_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_dlvrbl_rpt_ocrnc_rfrnc_bkup_20230414,mdcd_dlvrbl_rpt_ocrnc_cd,mdcd_dlvrbl_rpt_ocrnc_rfrnc,mdcd_dlvrbl_rpt_ocrnc_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_dlvrbl_stus_hstry,creatd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_dlvrbl_stus_hstry,mdcd_dlvrbl_id,mdcd_dlvrbl,mdcd_dlvrbl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dlvrbl_stus_hstry,mdcd_dlvrbl_stus_cd,mdcd_dlvrbl_stus_rfrnc,mdcd_dlvrbl_stus_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_dlvrbl_stus_hstry,role_cd,role_rfrnc,role_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_dntl_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dntl_pgm_dtl,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dntl_pgm_dtl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dntl_pgm_dtl_hstry,mdcd_dntl_pgm_dtl_id,mdcd_dntl_pgm_dtl,mdcd_dntl_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dntl_pgm_dtl_hstry,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dsgntd_state_hlth_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dsgntd_state_hlth_pgm_dtl,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dsgntd_state_hlth_pgm_dtl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dsgntd_state_hlth_pgm_dtl_hstry,mdcd_dsgntd_state_hlth_pgm_dtl_id,mdcd_dsgntd_state_hlth_pgm_dtl,mdcd_dsgntd_state_hlth_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dsgntd_state_hlth_pgm_dtl_hstry,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dsh_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dsh_pgm_dtl,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dsh_pgm_dtl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dsh_pgm_dtl_hstry,mdcd_dsh_pgm_dtl_id,mdcd_dsh_pgm_dtl,mdcd_dsh_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dsh_pgm_dtl_hstry,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dsrip_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dsrip_pgm_dtl,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dsrip_pgm_dtl,trgtd_ent_type_cd,trgtd_ent_type_rfrnc,trgtd_ent_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_dsrip_pgm_dtl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dsrip_pgm_dtl_hstry,mdcd_dsrip_pgm_dtl_id,mdcd_dsrip_pgm_dtl,mdcd_dsrip_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dsrip_pgm_dtl_hstry,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_dsrip_pgm_dtl_hstry,trgtd_ent_type_cd,trgtd_ent_type_rfrnc,trgtd_ent_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_due_dt_chg_rqst,dtrmntn_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_due_dt_chg_rqst,mdcd_dlvrbl_id,mdcd_dlvrbl,mdcd_dlvrbl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_due_dt_chg_rqst,mdcd_due_dt_chg_rqst_dtrmntn_cd,mdcd_due_dt_chg_rqst_dtrmntn_rfrnc,mdcd_due_dt_chg_rqst_dtrmntn_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_due_dt_chg_rqst,mdcd_state_user_due_dt_chg_rsn_cd,mdcd_state_user_due_dt_chg_rsn_rfrnc,mdcd_state_user_due_dt_chg_rsn_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_due_dt_chg_rqst,prvs_dlvrbl_stus_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_due_dt_chg_rqst,rqst_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_elgblty_and_cvrg_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_elgblty_and_cvrg_pgm_dtl,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_elgblty_and_cvrg_pgm_dtl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_elgblty_and_cvrg_pgm_dtl_hstry,mdcd_elgblty_and_cvrg_pgm_dtl_id,mdcd_elgblty_and_cvrg_pgm_dtl,mdcd_elgblty_and_cvrg_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_elgblty_and_cvrg_pgm_dtl_hstry,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_elgblty_and_cvrg_pgm_plcy_area,mdcd_elgblty_and_cvrg_pgm_dtl_id,mdcd_elgblty_and_cvrg_pgm_dtl,mdcd_elgblty_and_cvrg_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_elgblty_and_cvrg_pgm_plcy_area,plcy_area_type_cd,plcy_area_type_rfrnc,plcy_area_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_elgblty_and_cvrg_pgm_plcy_area_hstry,mdcd_elgblty_and_cvrg_pgm_dtl_id,mdcd_elgblty_and_cvrg_pgm_dtl,mdcd_elgblty_and_cvrg_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_elgblty_and_cvrg_pgm_plcy_area_hstry,mdcd_elgblty_and_cvrg_pgm_plcy_area_id,mdcd_elgblty_and_cvrg_pgm_plcy_area,mdcd_elgblty_and_cvrg_pgm_plcy_area_id,HIGH,,sql,sql_only
mysql_raw.mdcd_elgblty_and_cvrg_pgm_plcy_area_hstry,plcy_area_type_cd,plcy_area_type_rfrnc,plcy_area_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_emer_wvr_authrty_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_emer_wvr_authrty_pgm_dtl,mdcd_emer_wvr_authrty_type_cd,mdcd_emer_wvr_authrty_type_rfrnc,mdcd_emer_wvr_authrty_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_emer_wvr_authrty_pgm_dtl,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_emer_wvr_authrty_pgm_dtl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_emer_wvr_authrty_pgm_dtl_hstry,mdcd_emer_wvr_authrty_pgm_dtl_id,mdcd_emer_wvr_authrty_pgm_dtl,mdcd_emer_wvr_authrty_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_emer_wvr_authrty_pgm_dtl_hstry,mdcd_emer_wvr_authrty_type_cd,mdcd_emer_wvr_authrty_type_rfrnc,mdcd_emer_wvr_authrty_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_emer_wvr_authrty_pgm_dtl_hstry,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_emplymt_sprt_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_emplymt_sprt_pgm_dtl,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_emplymt_sprt_pgm_dtl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_emplymt_sprt_pgm_dtl_hstry,mdcd_emplymt_sprt_pgm_dtl_id,mdcd_emplymt_sprt_pgm_dtl,mdcd_emplymt_sprt_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_emplymt_sprt_pgm_dtl_hstry,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_enrlmt_cap_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_enrlmt_cap_pgm_dtl,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_enrlmt_cap_pgm_dtl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_enrlmt_cap_pgm_dtl_hstry,mdcd_enrlmt_cap_pgm_dtl_id,mdcd_enrlmt_cap_pgm_dtl,mdcd_enrlmt_cap_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_enrlmt_cap_pgm_dtl_hstry,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_esrd_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_esrd_pgm_dtl,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_esrd_pgm_dtl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_esrd_pgm_dtl_hstry,mdcd_esrd_pgm_dtl_id,mdcd_esrd_pgm_dtl,mdcd_esrd_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_esrd_pgm_dtl_hstry,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_expndtr_cap_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_expndtr_cap_pgm_dtl,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_expndtr_cap_pgm_dtl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_expndtr_cap_pgm_dtl_hstry,mdcd_expndtr_cap_pgm_dtl_id,mdcd_expndtr_cap_pgm_dtl,mdcd_expndtr_cap_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_expndtr_cap_pgm_dtl_hstry,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fed_exctv_plcy_dcsn,creatd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_fed_exctv_plcy_dcsn,dltd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_fed_exctv_plcy_dcsn,mdcd_demo_aplctn_id,mdcd_demo_aplctn,mdcd_demo_aplctn_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fed_exctv_plcy_dcsn,updtd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_fed_exctv_plcy_dcsn_hstry,creatd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_fed_exctv_plcy_dcsn_hstry,dltd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_fed_exctv_plcy_dcsn_hstry,mdcd_demo_aplctn_id,mdcd_demo_aplctn,mdcd_demo_aplctn_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fed_exctv_plcy_dcsn_hstry,mdcd_fed_exctv_plcy_dcsn_id,mdcd_fed_exctv_plcy_dcsn,mdcd_fed_exctv_plcy_dcsn_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fed_exctv_plcy_dcsn_hstry,updtd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_ffcy_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_ffcy_pgm_dtl,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_ffcy_pgm_dtl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_ffcy_pgm_dtl_hstry,mdcd_ffcy_pgm_dtl_id,mdcd_ffcy_pgm_dtl,mdcd_ffcy_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_ffcy_pgm_dtl_hstry,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fincl_pool_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fincl_pool_pgm_dtl,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fincl_pool_pgm_dtl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fincl_pool_pgm_dtl_hstry,mdcd_fincl_pool_pgm_dtl_id,mdcd_fincl_pool_pgm_dtl,mdcd_fincl_pool_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fincl_pool_pgm_dtl_hstry,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fmly_plng_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fmly_plng_pgm_dtl,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fmly_plng_pgm_dtl_bkup,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fmly_plng_pgm_dtl_bkup,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fmly_plng_pgm_dtl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fmly_plng_pgm_dtl_hstry,mdcd_fmly_plng_pgm_dtl_id,mdcd_fmly_plng_pgm_dtl,mdcd_fmly_plng_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fmly_plng_pgm_dtl_hstry,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fmly_plng_pgm_dtl_hstry_bkup,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fmly_plng_pgm_dtl_hstry_bkup,mdcd_fmly_plng_pgm_dtl_id,mdcd_fmly_plng_pgm_dtl,mdcd_fmly_plng_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fmly_plng_pgm_dtl_hstry_bkup,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fmly_plng_pgm_plcy_area,mdcd_fmly_plng_pgm_dtl_id,mdcd_fmly_plng_pgm_dtl,mdcd_fmly_plng_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fmly_plng_pgm_plcy_area,plcy_area_type_cd,plcy_area_type_rfrnc,plcy_area_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_fmly_plng_pgm_plcy_area_hstry,mdcd_fmly_plng_pgm_dtl_id,mdcd_fmly_plng_pgm_dtl,mdcd_fmly_plng_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fmly_plng_pgm_plcy_area_hstry,mdcd_fmly_plng_pgm_plcy_area_id,mdcd_fmly_plng_pgm_plcy_area,mdcd_fmly_plng_pgm_plcy_area_id,HIGH,,sql,sql_only
mysql_raw.mdcd_fmly_plng_pgm_plcy_area_hstry,plcy_area_type_cd,plcy_area_type_rfrnc,plcy_area_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_frqnt_ask_qstn,creatd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_frqnt_ask_qstn,dltd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_frqnt_ask_qstn,mdcd_frqnt_ask_qstn_sect_rfrnc_id,mdcd_frqnt_ask_qstn_sect_rfrnc,mdcd_frqnt_ask_qstn_sect_rfrnc_id,HIGH,,sql,sql_only
mysql_raw.mdcd_frqnt_ask_qstn,updtd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_frqnt_ask_qstn_hstry,creatd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_frqnt_ask_qstn_hstry,dltd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_frqnt_ask_qstn_hstry,mdcd_frqnt_ask_qstn_id,mdcd_frqnt_ask_qstn,mdcd_frqnt_ask_qstn_id,HIGH,,sql,sql_only
mysql_raw.mdcd_frqnt_ask_qstn_hstry,mdcd_frqnt_ask_qstn_sect_rfrnc_id,mdcd_frqnt_ask_qstn_sect_rfrnc,mdcd_frqnt_ask_qstn_sect_rfrnc_id,HIGH,,sql,sql_only
mysql_raw.mdcd_frqnt_ask_qstn_hstry,updtd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_frqnt_ask_qstn_role_asctn,creatd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_frqnt_ask_qstn_role_asctn,mdcd_frqnt_ask_qstn_id,mdcd_frqnt_ask_qstn,mdcd_frqnt_ask_qstn_id,HIGH,,sql,sql_only
mysql_raw.mdcd_frqnt_ask_qstn_role_asctn,role_cd,role_rfrnc,role_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_frqnt_ask_qstn_role_asctn,updtd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_frqnt_ask_qstn_role_asctn_hstry,creatd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_frqnt_ask_qstn_role_asctn_hstry,mdcd_frqnt_ask_qstn_id,mdcd_frqnt_ask_qstn,mdcd_frqnt_ask_qstn_id,HIGH,,sql,sql_only
mysql_raw.mdcd_frqnt_ask_qstn_role_asctn_hstry,mdcd_frqnt_ask_qstn_role_asctn_id,mdcd_frqnt_ask_qstn_role_asctn,mdcd_frqnt_ask_qstn_role_asctn_id,HIGH,,sql,sql_only
mysql_raw.mdcd_frqnt_ask_qstn_role_asctn_hstry,role_cd,role_rfrnc,role_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_frqnt_ask_qstn_role_asctn_hstry,updtd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_frtlty_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_frtlty_pgm_dtl,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_frtlty_pgm_dtl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_frtlty_pgm_dtl_hstry,mdcd_frtlty_pgm_dtl_id,mdcd_frtlty_pgm_dtl,mdcd_frtlty_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_frtlty_pgm_dtl_hstry,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_glbl_pymt_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_glbl_pymt_pgm_dtl,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_glbl_pymt_pgm_dtl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_glbl_pymt_pgm_dtl_hstry,mdcd_glbl_pymt_pgm_dtl_id,mdcd_glbl_pymt_pgm_dtl,mdcd_glbl_pymt_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_glbl_pymt_pgm_dtl_hstry,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_hcbs_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_hcbs_pgm_dtl,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_hcbs_pgm_dtl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_hcbs_pgm_dtl_hstry,mdcd_hcbs_pgm_dtl_id,mdcd_hcbs_pgm_dtl,mdcd_hcbs_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_hcbs_pgm_dtl_hstry,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_help_and_sprt_matl,dltd_user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_help_and_sprt_matl,mdcd_help_and_sprt_matl_type_cd,mdcd_help_and_sprt_matl_type_rfrnc,mdcd_help_and_sprt_matl_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_help_and_sprt_matl,user_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_hiv_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_hiv_pgm_dtl,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_hiv_pgm_dtl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_hiv_pgm_dtl_hstry,mdcd_hiv_pgm_dtl_id,mdcd_hiv_pgm_dtl,mdcd_hiv_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_hiv_pgm_dtl_hstry,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_hlth_eqty_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_hlth_eqty_pgm_dtl,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_hlth_eqty_pgm_dtl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
