document_id,legacy_id,deliverable_id,file_type_cd,origin_cd,document_type_id,reason
6bc10dec-0555-4680-9f1d-f75ebbc50629,86,002d150b-57dc-493e-8598-c4262a67c59d,,S,General File,parent deliverable not loaded
d69f643d-93b4-4e1e-bcd7-7ed1954a43da,87,002d150b-57dc-493e-8598-c4262a67c59d,,S,General File,parent deliverable not loaded
ee0b9782-0ab5-4eb7-9220-569bb90529ac,88,002d150b-57dc-493e-8598-c4262a67c59d,,S,General File,parent deliverable not loaded
8a8bde8b-2e2e-4bd6-9e0d-e11a00016567,89,002d150b-57dc-493e-8598-c4262a67c59d,,S,General File,parent deliverable not loaded
42979df8-53c8-4306-94e5-8c90c7335fcd,90,002d150b-57dc-493e-8598-c4262a67c59d,,S,General File,parent deliverable not loaded
1a8557d8-4bb2-4b05-9c97-ac10331f54e5,91,be04ac20-825e-4a6c-ac59-df7e6b4ea770,,S,General File,parent deliverable not loaded
ce7afa20-5bab-45ca-8884-b03e4daf2a38,92,be04ac20-825e-4a6c-ac59-df7e6b4ea770,,S,General File,parent deliverable not loaded
6c6f3e4f-0deb-40f5-81be-7df4fb5ec87e,93,be04ac20-825e-4a6c-ac59-df7e6b4ea770,,S,General File,parent deliverable not loaded
b988dcd5-66a9-4673-9135-f33a4ccc8a4f,94,be04ac20-825e-4a6c-ac59-df7e6b4ea770,,S,General File,parent deliverable not loaded
a30b54f7-325b-4961-b738-32156841c535,95,be04ac20-825e-4a6c-ac59-df7e6b4ea770,,S,General File,parent deliverable not loaded
6754e439-5c12-488b-bfe7-00e32bebfec2,96,be04ac20-825e-4a6c-ac59-df7e6b4ea770,,S,General File,parent deliverable not loaded
404a04b2-61bf-47af-b962-a969c8465d5e,97,be04ac20-825e-4a6c-ac59-df7e6b4ea770,,S,General File,parent deliverable not loaded
a19e23fb-a84e-44bb-873c-7ec21c842bb9,98,be04ac20-825e-4a6c-ac59-df7e6b4ea770,,S,General File,parent deliverable not loaded
1ad28cac-3688-47ee-a8f1-c450aae57b37,99,be04ac20-825e-4a6c-ac59-df7e6b4ea770,,S,General File,parent deliverable not loaded
f83cc056-2714-471f-9774-6eb51c931278,100,be04ac20-825e-4a6c-ac59-df7e6b4ea770,,S,General File,parent deliverable not loaded
d34c3a5a-d091-4756-9a63-a89b495d9308,249,9c28dd89-a436-4b18-914a-ab9d98a4d097,,S,General File,parent deliverable not loaded
5cc1d97d-58cd-42da-8150-fbf78273689c,250,9c28dd89-a436-4b18-914a-ab9d98a4d097,,S,General File,parent deliverable not loaded
a8ba76a6-502e-4b36-a71a-bc2df636e82c,251,9c28dd89-a436-4b18-914a-ab9d98a4d097,,S,General File,parent deliverable not loaded
5ba39c8a-d85a-4878-a90a-f3fed91f014b,309,75057e7d-5058-45f5-8ff2-eaf93fcb591d,,C,General File,parent deliverable not loaded
b17ecc2f-38b5-4b5f-bc38-71eedaa33177,323,784e4346-7457-4419-a15f-6f72b25c6f26,,C,General File,parent deliverable not loaded
57b11527-343c-4302-a16a-828cc93b7c84,324,dc9f2a6a-ffbe-4e6d-b66e-ae6afb1efc34,,C,General File,parent deliverable not loaded
fb5f9bbe-22a2-4bd6-9336-c403258b1442,355,9c28dd89-a436-4b18-914a-ab9d98a4d097,,S,General File,parent deliverable not loaded
