legacy_id,legacy_pendg_demo_id,demonstration_id,othr_name,reason
92,87,dac3f05e-1815-4d03-8066-5aa5c1c7ff4a,Mainstream Medicaid Managed Care Porgram (MMMC),free-text name is not a seeded demonstration-type tag (1115 name held per SME)
93,94,68da4d77-9660-454c-8715-1dbf75bbc63a,UC Pool,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
94,94,68da4d77-9660-454c-8715-1dbf75bbc63a,Employment Support Pilot,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
96,94,68da4d77-9660-454c-8715-1dbf75bbc63a,Continuous Elgibility,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
98,100,f935244b-2eac-4613-b7fa-d94d731015c5,Other,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
99,103,f723aea0-4ef8-4a60-b98e-0393f346cfbd,"The STAR, STAR Kids, and STAR+PLUS managed care programs - Statewide Managed Care -",free-text name is not a seeded demonstration-type tag (1115 name held per SME)
100,103,f723aea0-4ef8-4a60-b98e-0393f346cfbd,Other,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
103,106,674aac2b-0390-4171-8c9d-4c1c3c03a8e6,Other,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
106,107,e14e3eb8-f350-403c-bee3-21868690dfe4,Primary Care Network,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
107,108,6121bb37-1f43-4709-be1d-7e2e0e1524e4,QUEST Integration,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
108,111,7359cb4b-7f34-4322-9379-448e4c4a3ebf,Healthier Mississippi,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
109,112,f723aea0-4ef8-4a60-b98e-0393f346cfbd,"The STAR, STAR Kids, and STAR+PLUS managed care programs - Statewide Managed Care -",free-text name is not a seeded demonstration-type tag (1115 name held per SME)
110,112,f723aea0-4ef8-4a60-b98e-0393f346cfbd,Other,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
111,120,dac3f05e-1815-4d03-8066-5aa5c1c7ff4a,Health and Recovery Plan,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
112,120,dac3f05e-1815-4d03-8066-5aa5c1c7ff4a,Mainstream Medicaid Managed Care Porgram (MMMC),free-text name is not a seeded demonstration-type tag (1115 name held per SME)
113,121,d40d1207-a663-40bd-8036-287fc06ea360,Connect Care Choice Community Partners,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
114,121,d40d1207-a663-40bd-8036-287fc06ea360,Other,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
115,121,d40d1207-a663-40bd-8036-287fc06ea360,The Healthy Smiles Program,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
116,121,d40d1207-a663-40bd-8036-287fc06ea360,The Managed Care component,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
117,123,e14e3eb8-f350-403c-bee3-21868690dfe4,Primary Care Network,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
118,86,9784d73b-3a5d-4f65-9749-34cc7058c050,Premiums,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
121,126,674aac2b-0390-4171-8c9d-4c1c3c03a8e6,Other,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
124,128,5c9f465d-0d82-45dc-b417-a9f37d22aeca,Comprehensive demonstration,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
125,129,7247c6cc-a4f8-422b-a0d4-eb7023de52c4,Other - Behavioral Health,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
126,130,7247c6cc-a4f8-422b-a0d4-eb7023de52c4,Other - Behavioral Health,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
127,134,51573012-04dc-491f-b41a-0bb4b24efec9,ACO,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
128,135,5c9f465d-0d82-45dc-b417-a9f37d22aeca,Comprehensive demonstration,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
129,138,e14e3eb8-f350-403c-bee3-21868690dfe4,Primary Care Network,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
130,139,,Primary Care Network,free-text name is not a seeded demonstration-type tag (1115 name held per SME); parent demonstration not migrated (held-back / no-project pending demo)
131,140,d74e616c-e6db-4410-9ce1-eadd02eca4e5,Community Integration Services,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
132,142,545f6ac9-8513-46a2-870d-6b0bd5125436,Flint,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
147,155,674aac2b-0390-4171-8c9d-4c1c3c03a8e6,Other,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
151,156,674aac2b-0390-4171-8c9d-4c1c3c03a8e6,N/A,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
154,156,674aac2b-0390-4171-8c9d-4c1c3c03a8e6,Other,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
155,158,,Hospital Transformation Peformance Program,free-text name is not a seeded demonstration-type tag (1115 name held per SME); parent demonstration not migrated (held-back / no-project pending demo)
156,158,,Oregon Health Plan,free-text name is not a seeded demonstration-type tag (1115 name held per SME); parent demonstration not migrated (held-back / no-project pending demo)
157,161,ec46307f-ec7b-4e65-a15e-bb1c3d360114,Centennial Care,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
158,154,674aac2b-0390-4171-8c9d-4c1c3c03a8e6,GPP,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
159,171,5c9f465d-0d82-45dc-b417-a9f37d22aeca,Comprehensive demonstration,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
160,172,83c3e37c-2043-4d84-ba05-c305d78b230b,ADL Needs Program,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
161,175,f723aea0-4ef8-4a60-b98e-0393f346cfbd,"The STAR, STAR Kids, and STAR+PLUS managed care programs - Statewide Managed Care -",free-text name is not a seeded demonstration-type tag (1115 name held per SME)
162,175,f723aea0-4ef8-4a60-b98e-0393f346cfbd,Other,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
163,177,68da4d77-9660-454c-8715-1dbf75bbc63a,UC Pool,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
164,177,68da4d77-9660-454c-8715-1dbf75bbc63a,Employment Support Pilot,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
166,192,f935244b-2eac-4613-b7fa-d94d731015c5,Other,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
167,194,72ba07e4-1073-4c30-976b-4c6d836a7afa,Other,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
168,195,674aac2b-0390-4171-8c9d-4c1c3c03a8e6,GPP,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
170,197,7247c6cc-a4f8-422b-a0d4-eb7023de52c4,Other - Behavioral Health,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
171,206,dac3f05e-1815-4d03-8066-5aa5c1c7ff4a,Health and Recovery Plan,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
172,206,dac3f05e-1815-4d03-8066-5aa5c1c7ff4a,Mainstream Medicaid Managed Care Porgram (MMMC),free-text name is not a seeded demonstration-type tag (1115 name held per SME)
173,207,dac3f05e-1815-4d03-8066-5aa5c1c7ff4a,Health and Recovery Plan,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
174,207,dac3f05e-1815-4d03-8066-5aa5c1c7ff4a,Mainstream Medicaid Managed Care Porgram (MMMC),free-text name is not a seeded demonstration-type tag (1115 name held per SME)
175,213,f723aea0-4ef8-4a60-b98e-0393f346cfbd,"The STAR, STAR Kids, and STAR+PLUS managed care programs - Statewide Managed Care -",free-text name is not a seeded demonstration-type tag (1115 name held per SME)
176,213,f723aea0-4ef8-4a60-b98e-0393f346cfbd,Other,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
177,215,,Anthony,free-text name is not a seeded demonstration-type tag (1115 name held per SME); parent demonstration not migrated (held-back / no-project pending demo)
178,215,,Anthony,free-text name is not a seeded demonstration-type tag (1115 name held per SME); parent demonstration not migrated (held-back / no-project pending demo)
181,234,674aac2b-0390-4171-8c9d-4c1c3c03a8e6,GPP,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
183,239,51573012-04dc-491f-b41a-0bb4b24efec9,ACO,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
184,240,5c9f465d-0d82-45dc-b417-a9f37d22aeca,Comprehensive demonstration,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
185,241,5c9f465d-0d82-45dc-b417-a9f37d22aeca,Comprehensive demonstration,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
186,242,8cb9aba6-e34e-451a-81b5-49212188a3a5,Managed care and DSR,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
187,244,d74e616c-e6db-4410-9ce1-eadd02eca4e5,Community Integration Services,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
192,252,7247c6cc-a4f8-422b-a0d4-eb7023de52c4,Other - Behavioral Health,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
193,254,d40d1207-a663-40bd-8036-287fc06ea360,Connect Care Choice Community Partners,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
194,254,d40d1207-a663-40bd-8036-287fc06ea360,Other,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
195,254,d40d1207-a663-40bd-8036-287fc06ea360,The Healthy Smiles Program,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
196,254,d40d1207-a663-40bd-8036-287fc06ea360,The Managed Care component,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
197,255,68da4d77-9660-454c-8715-1dbf75bbc63a,Continuous Elgibility,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
201,256,7247c6cc-a4f8-422b-a0d4-eb7023de52c4,Other - Behavioral Health,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
202,260,8cb9aba6-e34e-451a-81b5-49212188a3a5,Managed care and DSR,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
203,261,0b11ca84-a492-41e1-9fb1-7c988da310ba,SoonerCare,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
204,262,dac3f05e-1815-4d03-8066-5aa5c1c7ff4a,Health and Recovery Plan,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
205,262,dac3f05e-1815-4d03-8066-5aa5c1c7ff4a,Mainstream Medicaid Managed Care Porgram (MMMC),free-text name is not a seeded demonstration-type tag (1115 name held per SME)
206,263,e14e3eb8-f350-403c-bee3-21868690dfe4,Primary Care Network,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
207,264,e14e3eb8-f350-403c-bee3-21868690dfe4,Primary Care Network,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
209,274,dcdd103d-91da-441d-bd81-3aebf0b31e37,Change in Circumstance Non-Eligibility Period,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
210,274,dcdd103d-91da-441d-bd81-3aebf0b31e37,Redetermination Non-Eligibility Period,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
211,72,a4c7e4c0-c0d3-4f12-8b13-3d259379ccdc,SDOH,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
213,280,71e8bdde-35a5-43a0-9ebd-53cd29bb5aed,Minnesota Prepaid Medicaid Assistance Project Plus,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
214,284,31afe2bf-4951-4d57-99ba-6394eb5711ba,Badger Care,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
216,285,0181f074-ee92-420b-822d-aedfadcd4c7d,Foster care children,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
218,285,0181f074-ee92-420b-822d-aedfadcd4c7d,Targeted Investment payments,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
220,286,0181f074-ee92-420b-822d-aedfadcd4c7d,Foster care children,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
222,286,0181f074-ee92-420b-822d-aedfadcd4c7d,Targeted Investment payments,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
224,287,0181f074-ee92-420b-822d-aedfadcd4c7d,Foster care children,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
226,287,0181f074-ee92-420b-822d-aedfadcd4c7d,Targeted Investment payments,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
227,288,ec46307f-ec7b-4e65-a15e-bb1c3d360114,Centennial Care,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
228,289,e14e3eb8-f350-403c-bee3-21868690dfe4,Primary Care Network,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
230,290,0181f074-ee92-420b-822d-aedfadcd4c7d,Foster care children,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
232,290,0181f074-ee92-420b-822d-aedfadcd4c7d,Targeted Investment payments,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
233,172,83c3e37c-2043-4d84-ba05-c305d78b230b,AC Program,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
234,234,674aac2b-0390-4171-8c9d-4c1c3c03a8e6,Asset Limit,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
236,293,0b11ca84-a492-41e1-9fb1-7c988da310ba,SoonerCare,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
237,294,0b11ca84-a492-41e1-9fb1-7c988da310ba,SoonerCare,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
239,296,0181f074-ee92-420b-822d-aedfadcd4c7d,Managed Care program,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
240,296,0181f074-ee92-420b-822d-aedfadcd4c7d,Foster care children,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
241,296,0181f074-ee92-420b-822d-aedfadcd4c7d,Other,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
242,296,0181f074-ee92-420b-822d-aedfadcd4c7d,Targeted Investment payments,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
247,300,71e8bdde-35a5-43a0-9ebd-53cd29bb5aed,Minnesota Prepaid Medicaid Assistance Project Plus,free-text name is not a seeded demonstration-type tag (1115 name held per SME)
